W_M1,W_M2,W_M3,W_M4,W_M5,W_M6,I1,C1,C2,gain_db,power_watts
2.81641737017585,4.575136816719084,2.3957353572944355,3.3438472366748706,7.234608916706742,6.1264385647480575,8.186253124403326e-05,3.121409494204216e-12,3.2862494573280825e-12,30.2461,0.000409781
3.390646400351376,4.80781064662896,3.475265413516357,3.027269192945397,8.499969651099503,5.118320219848116,4.278906549048077e-05,8.980505167849491e-12,8.979852675111098e-12,17.8301,0.00688512
3.8144005871700637,3.8743361323557806,4.064533383869948,2.6175591638845805,3.2788268929679223,8.58909165791325,8.482389746658785e-05,7.509477014176475e-12,6.7511356882675826e-12,29.1784,0.00200654
4.935808071310367,3.5001076725139892,1.3271695624092534,4.291714113040751,5.378286012027945,9.231453492681679,2.9822450026330152e-05,2.6170664482729836e-12,1.5287302420853544e-12,29.9125,0.00024704
4.518645660963789,2.573019848599724,2.846569646349306,4.686400087288525,2.0916453175954803,4.364131928890972,3.342226955912641e-05,6.737352321765352e-12,4.867752767946681e-12,29.0832,0.00172645
3.638271565021753,2.9836761467937305,2.634510611082408,4.136630812292308,8.167733133519791,6.091092343017779,1.7358034244788248e-05,4.960657653009776e-12,2.4258543141988826e-12,18.1655,0.00393865
2.0862194402604652,1.7363717509880399,4.961300914267408,2.5061514696526834,4.388850792162278,9.892066439677954,5.3806518660524745e-05,6.455357753059874e-12,9.252115827961597e-12,16.6143,0.00441401
4.544344619692722,4.035731451161961,2.9561127392286903,2.923364659615868,2.261520480084256,5.012732655023016,1.835126988819064e-05,6.453004113724384e-12,1.1706180763169107e-12,29.1247,0.000966535
3.3115403691787044,4.9895265791804775,3.665635949290982,4.438969108283808,7.497036946072891,3.97588394885405,1.6508240640544063e-05,9.796182383787923e-12,8.988639500927807e-12,15.075,0.00579097
4.045395711910029,3.3388526644755316,2.238252128671151,3.5568615194003828,8.163781856241467,8.15825197638658,6.405421726440988e-05,6.6623633199109944e-12,1.7889332861027425e-12,29.8199,0.00053152
2.647918912068176,3.643011842020612,2.6346902569953685,2.3093521476220453,2.9005849882365604,7.722472914214188,5.2753538623320256e-05,5.421152816732817e-12,9.553545481012389e-12,29.2335,0.00196999
4.739440367445074,3.634243085340699,3.0570447887386893,4.959497117712138,6.4356553219388655,8.071565171399552,4.2778874067712085e-05,9.835680051210072e-12,1.436950965710956e-12,29.3977,0.00100404
1.857351442772802,3.850657580605801,3.718846708304757,4.930850099262765,9.48653343027678,6.251068568697027,8.648362477180068e-05,8.883340096341317e-12,8.456702396908998e-12,14.0079,0.0049425
1.7613862316387396,2.149514733083108,1.2826663541003454,3.502720464982907,7.255918971072638,4.065161437202222,7.085588262092724e-05,2.0087948965614013e-12,6.294725620126955e-12,21.6833,0.00254897
1.8232715269883246,4.967389912211388,4.94310434805991,4.12592032591026,5.3902800854464425,2.0489225421154424,1.5397363779858713e-05,9.944082381754161e-12,8.440099159846205e-12,7.68795,0.0039531
3.9493818567960153,3.2668638992133494,3.2069651522807683,3.9954637143423533,4.7809323047327466,9.132843811291023,6.569278151072298e-05,5.158541656160763e-12,2.483385487803893e-12,29.3132,0.000806289
1.9441706307189182,2.1050218685544237,3.1203555157347833,1.9295511494974007,5.455186984099251,6.469555415919457,6.721486093710344e-05,8.077335744455846e-12,7.49302759938162e-12,16.9076,0.00567003
4.223384815467208,1.7981543478015585,2.7694779375067093,1.4406238210512532,9.182966344128317,4.841014606593123,5.3478556095605306e-05,3.472906754805469e-12,5.065212995341767e-12,5.21699,0.00134526
1.469129930942013,1.1018304258597804,1.4158913441568206,3.156373727817594,7.150364353941633,8.696351741765255,5.0194144668386124e-05,7.366742629251622e-12,9.333306389655889e-12,22.0841,0.00979722
1.1259275340596235,1.188056347215534,1.3593213023893047,1.066002260545143,8.232189768519802,8.893612187904079,2.0970427906598553e-05,9.439527513284791e-12,8.994447039196399e-12,21.9632,0.0120789
3.7588761838815565,1.8071900146922824,4.887472756201561,4.069825345869234,7.744545382472649,9.014725177150446,4.779410622328771e-05,1.8875609834612376e-12,6.5238969825677296e-12,7.77189,0.000785725
2.8651113305338916,3.301727296627638,1.1691052741278525,2.7126865481161704,2.2205924275204545,2.512031699729264,6.190826719128332e-05,5.6499989245991605e-12,6.925028078514788e-12,31.721,0.000770715
2.8113100696717406,1.210522628957924,2.314818409128402,1.5131197927673021,6.003209084921377,2.655816314462646,9.961366921037465e-05,2.2872247707036327e-12,1.8128047446392654e-12,1.17816,0.000819571
2.2265646541992776,4.3959398143784,4.390337189779953,4.218883461101757,9.109508672050772,7.430565494940748,7.480092578894685e-05,1.924001519680665e-12,5.468577959956848e-12,17.3504,0.00141186
1.745925670381271,1.8330643058191156,4.055980287047241,2.327930810737535,4.247855459654901,2.103485369010131,7.977582925022217e-05,1.8546684086505414e-12,5.31480462747842e-12,0.857511,0.000661325
2.6385669495586397,3.1280262039231337,3.0172588556824906,1.3144625401703878,2.6244806498531466,2.1348766384022158,4.2653020078392636e-05,9.05800605820857e-12,4.329491317447287e-12,18.1245,0.00717685
2.505831442048263,4.870250669800463,1.0315714628670887,4.415982492957939,6.125476008692804,5.001931272306308,5.3759541171589866e-05,7.205784781175277e-12,5.25960730955649e-12,30.653,0.000472773
4.7151475807085355,2.134908043789235,4.5280923761307434,4.866068188550139,8.465788598506506,4.1783305988178725,8.402927455463512e-05,5.999492338404416e-12,5.658426695645057e-12,1.36955,0.0021514
1.748102532371628,1.6958228191641962,3.684660543394629,1.0883977455956146,7.2766358137768865,8.74354629073924,5.782277376005485e-05,6.7873317184357436e-12,8.651245898839613e-12,10.9004,0.003189
4.510021179644115,1.3411172330162628,3.4412259139887147,1.5742029159190283,9.723554156638015,3.0936583339427903,1.1797662957110401e-05,7.2556787494009566e-12,8.957110303899292e-12,-2.38946,0.00243354
2.465004564282001,3.224026735555232,4.269408003356542,4.046206370353284,8.011565345990295,4.838185344065248,4.6757701984240654e-05,2.6537298555200014e-12,8.990318019804299e-12,8.46924,0.00113027
